id,name,classification,size,special_notes,habitat_hokkaido,habitat_honshu,habitat_shikoku,habitat_kyushu,habitat_islands,type,season,rarity,description,photo_url,observed_date,observed_location,学名,sub-sp
450,ボナパルトカモメ,チドリ目 カモメ科 カモメ属,34cm,,1,1,1,1,1,カモメ,冬鳥,4,,,,,Larus philadelphia,
451,ミナミオオセグロカモメ,チドリ目 カモメ科 カモメ属,65cm,,0,0,0,0,0,カモメ,迷鳥,5,,,,,Larus dominicanus,
452,ユリカモメ,チドリ目 カモメ科 カモメ属,40cm,,1,1,1,1,1,カモメ,冬鳥,1,,,,,Larus ridibundus,
453,ワシカモメ,チドリ目 カモメ科 カモメ属,65cm,,1,1,0,0,0,カモメ,冬鳥,2,,,,,Larus glaucescens,
454,ギンカモメ,チドリ目 カモメ科 ギンカモメ属,50cm,,0,0,0,0,0,カモメ,迷鳥,5,,,,,Chroicocephalus novaehollandiae,
455,クビワカモメ,チドリ目 カモメ科 クビワカモメ属,42cm,,0,0,0,0,0,カモメ,迷鳥,5,,,,,Xema sabini,
456,ヒメクロアジサシ,チドリ目 カモメ科 クロアジサシ属,42cm,,0,1,1,1,1,アジサシ,夏鳥,4,,,,,Anous minutus,
457,マミジロアジサシ,チドリ目 カモメ科 クロアジサシ属,37cm,,0,1,1,1,1,アジサシ,夏鳥,4,,,,,Sterna anaethetus,
458,クロハラアジサシ,チドリ目 カモメ科 クロハラアジサシ属,25cm,,1,1,1,1,1,アジサシ,旅鳥,3,,,,,Chlidonias hybrida,
459,ハシグロクロハラアジサシ,チドリ目 カモメ科 クロハラアジサシ属,24cm,,0,0,0,0,0,アジサシ,迷鳥,5,,,,,Chlidonias niger,
460,ハジロクロハラアジサシ,チドリ目 カモメ科 クロハラアジサシ属,24cm,,1,1,1,1,1,アジサシ,旅鳥,4,,,,,Chlidonias leucopterus,
461,ゾウゲカモメ,チドリ目 カモメ科 ゾウゲカモメ属,43cm,,1,0,0,0,0,カモメ,冬鳥,5,,,,,Pagophila eburnea,
462,コシジロアジサシ,チドリ目 カモメ科 ハシブトアジサシ属,30cm,,0,0,0,0,0,アジサシ,迷鳥,5,,,,,Sterna aleutica,
463,ハシブトアジサシ,チドリ目 カモメ科 ハシブトアジサシ属,38cm,,1,1,1,1,1,アジサシ,旅鳥,4,,,,,Gelochelidon nilotica,
464,ヒメクビワカモメ,チドリ目 カモメ科 ヒメクビワカモメ属,32cm,,0,0,0,0,0,カモメ,迷鳥,5,,,,,Rhodostethia rosea,
465,アカアシミツユビカモメ,チドリ目 カモメ科 ミツユビカモメ属,38cm,,1,0,0,0,0,カモメ,冬鳥,5,,,,,Rissa brevirostris,
466,ミツユビカモメ,チドリ目 カモメ科 ミツユビカモメ属,40cm,,1,1,1,1,1,カモメ,冬鳥,2,,,,,Rissa tridactyla,
467,ワライカモメ,チドリ目 カモメ科 ワライカモメ属,43cm,,0,0,0,0,0,カモメ,迷鳥,5,,,,,Larus atricilla,
468,アオシギ,チドリ目 シギ科,31cm,準絶滅危惧(NT),1,1,1,1,1,シギチドリ,冬鳥,3,,,,,Gallinago solitaria,
469,アメリカイソシギ,チドリ目 シギ科,20cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Actitis macularius,
470,アメリカヒレアシシギ,チドリ目 シギ科,19cm,,1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Phalaropus tricolor,
471,オオキアシシギ,チドリ目 シギ科,32cm,,1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Tringa melanoleuca,
472,コキアシシギ,チドリ目 シギ科,25cm,,1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Tringa flavipes,
473,コシジロウズラシギ,チドリ目 シギ科,16cm,,1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Calidris fuscicollis,
474,コシャクシギ,チドリ目 シギ科,28-34cm,絶滅危惧IA類(CR),1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Numenius minutus,
475,シロハラチュウシャクシギ,チドリ目 シギ科,44-46cm,,0,0,0,0,1,シギチドリ,旅鳥,5,,,,,Numenius tenuirostris,
476,チシマシギ,チドリ目 シギ科,19cm,準絶滅危惧(NT),1,1,1,1,1,シギチドリ,旅鳥/冬鳥,4,,,,,Calidris ptilocnemis,
477,ハリモモチュウシャク,チドリ目 シギ科,30-33cm,絶滅危惧IB類(EN),1,1,1,1,1,シギチドリ,旅鳥,5,,,,,Numenius tahitiensis,
478,アシナガシギ,チドリ目 シギ科 アシナガシギ属,28cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Calidris himantopus,
479,イソシギ,チドリ目 シギ科 イソシギ属,20cm,,1,1,1,1,1,シギチドリ,留鳥,1,,,,,Actitis hypoleucos,
480,エリマキシギ,チドリ目 シギ科 エリマキシギ属,26cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Philomachus pugnax,
481,オオソリハシシギ,チドリ目 シギ科 オオソリハシシギ属,39cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Limosa lapponica,
482,アメリカオオハシシギ,チドリ目 シギ科 オオハシシギ属,29cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Limnodromus griseus,
483,オオハシシギ,チドリ目 シギ科 オオハシシギ属,29cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Limnodromus scolopaceus,
484,シベリアオオハシシギ,チドリ目 シギ科 オオハシシギ属,35cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Limnodromus semipalmatus,
485,アメリカオグロシギ,チドリ目 シギ科 オグロシギ属,45cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Limosa haemastica,
486,オグロシギ,チドリ目 シギ科 オグロシギ属,48cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Limosa limosa,
487,アメリカウズラシギ,チドリ目 シギ科 オバシギ属,21cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris melanotos,
488,ウズラシギ,チドリ目 シギ科 オバシギ属,21cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris acuminata,
489,オジロトウネン,チドリ目 シギ科 オバシギ属,15cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris temminckii,
490,オバシギ,チドリ目 シギ科 オバシギ属,28cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris tenuirostris,
491,コオバシギ,チドリ目 シギ科 オバシギ属,22cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Calidris canutus,
492,サルハマシギ,チドリ目 シギ科 オバシギ属,20cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Calidris ferruginea,
493,トウネン,チドリ目 シギ科 オバシギ属,15cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris ruficollis,
494,ハマシギ,チドリ目 シギ科 オバシギ属,21cm,,1,1,1,1,1,シギチドリ,冬鳥,1,,,,,Calidris alpina,
495,ヒバリシギ,チドリ目 シギ科 オバシギ属,15cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris subminuta,
496,ヒメウズラシギ,チドリ目 シギ科 オバシギ属,15cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris bairdii,
497,ヒメハマシギ,チドリ目 シギ科 オバシギ属,14cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Calidris mauri,
498,ミユビシギ,チドリ目 シギ科 オバシギ属,20cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Calidris alba,
499,ヨーロッパトウネン,チドリ目 シギ科 オバシギ属,15cm,,1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Calidris minuta,
500,アメリカコモンシギ,チドリ目 シギ科 カナダシギ属,29cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Calidris subruficollis,
501,コモンシギ,チドリ目 シギ科 カナダシギ属,29cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Tryngites subruficollis,
502,キアシシギ,チドリ目 シギ科 キアシシギ属,27cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Heteroscelus brevipes,
503,メリケンキアシシギ,チドリ目 シギ科 キアシシギ属,28cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Heteroscelus incanus,
504,キョウジョシギ,チドリ目 シギ科 キョウジョシギ属,24cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Arenaria interpres,
505,キリアイ,チドリ目 シギ科 キリアイ属,23cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Limicola falcinellus,
506,アオアシシギ,チドリ目 シギ科 クサシギ属,35cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Tringa nebularia,
507,アカアシシギ,チドリ目 シギ科 クサシギ属,28cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Tringa totanus,
508,カラフトアオアシシギ,チドリ目 シギ科 クサシギ属,33cm,,1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Tringa guttifer,
509,クサシギ,チドリ目 シギ科 クサシギ属,24cm,,1,1,1,1,1,シギチドリ,冬鳥,1,,,,,Tringa ochropus,
510,コアオアシシギ,チドリ目 シギ科 クサシギ属,25cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Tringa stagnatilis,
511,タカブシギ,チドリ目 シギ科 クサシギ属,21cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Tringa glareola,
512,ツルシギ,チドリ目 シギ科 クサシギ属,31cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Tringa erythropus,
513,ソリハシシギ,チドリ目 シギ科 ソリハシシギ属,23cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Xenus cinereus,
514,ダイシャクシギ,チドリ目 シギ科 ダイシャクシギ属,60cm,IUCN(NT),1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Numenius arquata,
515,チュウシャクシギ,チドリ目 シギ科 ダイシャクシギ属,42cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Numenius phaeopus,
516,ホウロクシギ,チドリ目 シギ科 ダイシャクシギ属,63cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Numenius madagascariensis,
517,オオジシギ,チドリ目 シギ科 タシギ属,30cm,IUCN(NT),1,1,1,1,1,シギチドリ,夏鳥,2,,,,,Gallinago hardwickii,
518,コシギ,チドリ目 シギ科 タシギ属,20cm,,1,1,1,1,1,シギチドリ,旅鳥,4,,,,,Lymnocryptes minimus,
519,タシギ,チドリ目 シギ科 タシギ属,27cm,狩猟鳥,1,1,1,1,1,シギチドリ,冬鳥,2,,,,,Gallinago gallinago,
520,チュウジシギ,チドリ目 シギ科 タシギ属,27cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Gallinago megala,
521,ハリオシギ,チドリ目 シギ科 タシギ属,27cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Gallinago stenura,
522,アカエリヒレアシシギ,チドリ目 シギ科 ヒレアシシギ属,19cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Phalaropus lobatus,
523,ハイイロヒレアシシギ,チドリ目 シギ科 ヒレアシシギ属,21cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Phalaropus fulicarius,
524,ヘラシギ,チドリ目 シギ科 ヘラシギ属,15cm,希少野生動植物種;IUCN(CR),1,1,1,1,1,シギチドリ,旅鳥,5,,,,,Eurynorhynchus pygmeus,
525,アマミヤマシギ,チドリ目 シギ科 ヤマシギ属,36cm,希少野生動植物種;IUCN(VU),0,0,0,0,1,シギチドリ,留鳥,4,,,,,Scolopax mira,
526,ヤマシギ,チドリ目 シギ科 ヤマシギ属,35cm,狩猟鳥,1,1,1,1,1,シギチドリ,留鳥,2,,,,,Scolopax rusticola,
527,セイタカシギ,チドリ目 セイタカシギ科 セイタカシギ属,37cm,,1,1,1,1,1,シギチドリ,留鳥,2,,,,,Himantopus himantopus,
528,ソリハシセイタカシギ,チドリ目 セイタカシギ科 ソリハシセイタカシギ属,45cm,,1,1,1,1,1,シギチドリ,冬鳥,4,,,,,Recurvirostra avosetta,
529,タマシギ,チドリ目 タマシギ科 タマシギ属,25cm,,0,1,1,1,1,シギチドリ,留鳥,3,,,,,Rostratula benghalensis,
530,ミズカキチドリ,チドリ目 チドリ科,20cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Charadrius semipalmatus,
531,ケリ,チドリ目 チドリ科 タゲリ属,36cm,,1,1,1,1,0,シギチドリ,留鳥,2,,,,,Vanellus cinereus,
532,タゲリ,チドリ目 チドリ科 タゲリ属,31cm,,1,1,1,1,0,シギチドリ,冬鳥,1,,,,,Vanellus vanellus,
533,イカルチドリ,チドリ目 チドリ科 チドリ属,21cm,,1,1,1,1,1,シギチドリ,留鳥,1,,,,,Charadrius placidus,
534,オオチドリ,チドリ目 チドリ科 チドリ属,25cm,,0,0,0,0,1,シギチドリ,夏鳥,4,,,,,Charadrius veredus,
535,オオメダイチドリ,チドリ目 チドリ科 チドリ属,25cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Charadrius leschenaultii,
536,コチドリ,チドリ目 チドリ科 チドリ属,16cm,,1,1,1,1,0,シギチドリ,夏鳥,1,,,,,Charadrius dubius,
537,コバシチドリ,チドリ目 チドリ科 チドリ属,18cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Charadrius morinellus,
538,シロチドリ,チドリ目 チドリ科 チドリ属,18cm,,1,1,1,1,1,シギチドリ,留鳥,2,,,,,Charadrius alexandrinus,
539,ハジロコチドリ,チドリ目 チドリ科 チドリ属,16cm,,1,1,1,1,1,シギチドリ,旅鳥,3,,,,,Charadrius hiaticula,
540,メダイチドリ,チドリ目 チドリ科 チドリ属,20cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Charadrius mongolus,
541,アメリカムナグロ,チドリ目 チドリ科 ムナグロ属,28cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Pluvialis dominica,
542,ダイゼン,チドリ目 チドリ科 ムナグロ属,29cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Pluvialis squatarola,
543,ムナグロ,チドリ目 チドリ科 ムナグロ属,24cm,,1,1,1,1,1,シギチドリ,旅鳥,2,,,,,Pluvialis fulva,
544,ヨーロッパムナグロ,チドリ目 チドリ科 ムナグロ属,28cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Pluvialis apricaria,
545,ツバメチドリ,チドリ目 ツバメチドリ科 ツバメチドリ属,25cm,,1,1,1,1,1,シギチドリ,夏鳥,3,,,,,Glareola maldivarum,
546,オオトウゾクカモメ,チドリ目 トウゾクカモメ科 オオトウゾクカモメ属,58cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Stercorarius maccormicki,
547,クロトウゾクカモメ,チドリ目 トウゾクカモメ科 トウゾクカモメ属,48cm,,1,1,1,1,1,海鳥,旅鳥,3,,,,,Stercorarius parasiticus,
548,シロハラトウゾクカモメ,チドリ目 トウゾクカモメ科 トウゾクカモメ属,53cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Stercorarius longicaudus,
549,トウゾクカモメ,チドリ目 トウゾクカモメ科 トウゾクカモメ属,53cm,,1,1,1,1,1,海鳥,旅鳥,3,,,,,Stercorarius pomarinus,
550,ミヤコドリ,チドリ目 ミヤコドリ科 ミヤコドリ属,44cm,,1,1,1,1,1,シギチドリ,冬鳥,3,,,,,Haematopus ostralegus,
551,レンカク,チドリ目 レンカク科 レンカク属,50cm,,0,0,0,0,0,シギチドリ,迷鳥,5,,,,,Hydrophasianus chirurgus,
552,コウライクイナ,ツル目 クイナ科,23cm,準絶滅危惧(NT),0,0,0,0,0,その他,迷鳥,5,,,,,Porzana paykullii,
553,ツルクイナ,ツル目 クイナ科,36-43cm,,0,0,0,0,0,その他,迷鳥,5,,,,,Gallicrex cinerea,
554,ミナミクイナ,ツル目 クイナ科,27cm,,0,0,0,0,0,その他,迷鳥,5,,,,,Gallirallus striatus,
555,オオクイナ,ツル目 クイナ科 オオクイナ属,30cm,,1,1,1,1,1,その他,冬鳥,4,,,,,Rallina eurizonoides,
556,オオバン,ツル目 クイナ科 オオバン属,39cm,,1,1,1,1,1,その他,留鳥,1,,,,,Fulica atra,
557,クイナ,ツル目 クイナ科 クイナ属,29cm,,1,1,1,1,1,その他,冬鳥,2,,,,,Rallus aquaticus,
558,コモンクイナ,ツル目 クイナ科 コモンクイナ属,20cm,,0,0,0,0,0,その他,迷鳥,5,,,,,Porzana porzana,
559,シマクイナ,ツル目 クイナ科 シマクイナ属,13cm,,1,1,1,1,1,その他,夏鳥,4,,,,,Coturnicops exquisitus,
560,シロハラクイナ,ツル目 クイナ科 シロハラクイナ属,30cm,,0,0,0,1,1,その他,留鳥,3,,,,,Amaurornis phoenicurus,
561,バン,ツル目 クイナ科 バン属,33cm,,1,1,1,1,1,その他,留鳥,1,,,,,Gallinula chloropus,
562,ヒクイナ,ツル目 クイナ科 ヒクイナ属,23cm,,1,1,1,1,1,その他,夏鳥,2,,,,,Porzana fusca,
563,ヒメクイナ,ツル目 クイナ科 ヒメクイナ属,19cm,,1,1,1,1,1,その他,冬鳥,4,,,,,Porzana pusilla,
564,マミジロクイナ,ツル目 クイナ科 マミジロクイナ属,20cm,,0,0,0,0,1,その他,留鳥,3,,,,,Porzana cinerea,
565,ヤンバルクイナ,ツル目 クイナ科 ヤンバルクイナ属,35cm,天然記念物;希少野生動植物種;IUCN(EN),0,0,0,0,1,その他,留鳥,4,,,,,Gallirallus okinawae,
566,マナヅル,ツル目 ツル科,120-153cm,天然記念物 絶滅危惧IB類(EN),1,1,1,1,1,ツル,冬鳥,2,,,,,Grus vipio,
567,アネハヅル,ツル目 ツル科 アネハヅル属,90cm,,0,0,0,0,0,ツル,迷鳥,5,,,,,Anthropoides virgo,
568,カナダヅル,ツル目 ツル科 カナダヅル属,100cm,,1,1,1,1,1,ツル,冬鳥,4,,,,,Grus canadensis,
569,ソデグロヅル,ツル目 ツル科 ソデグロヅル属,130cm,IUCN(CR),1,1,1,1,1,ツル,冬鳥,4,,,,,Grus leucogeranus,
570,クロヅル,ツル目 ツル科 ツル属,115cm,,1,1,1,1,1,ツル,冬鳥,4,,,,,Grus grus,
571,タンチョウ,ツル目 ツル科 ツル属,140cm,特別天然記念物;希少野生動植物種,1,0,0,0,0,ツル,留鳥,3,,,,,Grus japonensis,
572,ナベヅル,ツル目 ツル科 ツル属,100cm,特別天然記念物;希少野生動植物種;IUCN(VU),1,1,1,1,1,ツル,冬鳥,4,,,,,Grus monacha,
573,アカオネッタイチョウ,ネッタイチョウ目 ネッタイチョウ科 ネッタイチョウ属,105cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Phaethon rubricauda,
574,アカハシネッタイチョウ,ネッタイチョウ目 ネッタイチョウ科 ネッタイチョウ属,100cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Phaethon aethereus,
575,シラオネッタイチョウ,ネッタイチョウ目 ネッタイチョウ科 ネッタイチョウ属,80cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Phaethon lepturus,
576,ノガン,ノガン目 ノガン科,75-105cm,,0,0,0,0,0,ガンカモ,迷鳥,5,,,,,Otis tarda,
577,ヒメノガン,ノガン目 ノガン科,40-45cm,,0,0,0,0,0,ガンカモ,迷鳥,5,,,,,Tetrax tetrax,
578,オガサワラカラスバト,ハト目 ハト科,45cm,絶滅(EX) 固有種,0,0,0,0,1,ハト,留鳥,5,,,,,Columba versicolor,
579,クロアゴヒメアオバト,ハト目 ハト科,27cm,,0,0,0,0,0,ハト,迷鳥,5,,,,,Ptilinopus leclancheri,
580,ヒメモリバト,ハト目 ハト科,30-33cm,,0,0,0,0,0,ハト,迷鳥,5,,,,,Columba oenas,
581,リュウキュウカラスバト,ハト目 ハト科,45cm,絶滅(EX) 固有亜種,0,0,0,0,1,ハト,留鳥,5,,,,,Columba jouyi,
582,アオバト,ハト目 ハト科 アオバト属,33cm,,1,1,1,1,1,ハト,留鳥,1,,,,,Treron sieboldii,
583,ズアカアオバト,ハト目 ハト科 アオバト属,35cm,IUCN(VU),0,0,0,0,1,ハト,留鳥,4,,,,,Treron formosae,
584,アカガシラカラスバト,ハト目 ハト科 カラスバト属,45cm,天然記念物;希少野生動植物種;IUCN(VU),0,0,0,0,1,ハト,留鳥,4,,,,,Columba jouyi ,
585,カラスバト,ハト目 ハト科 カラスバト属,40cm,天然記念物,0,1,1,1,1,ハト,留鳥,3,,,,,Columba janthina,
586,キジバト,ハト目 ハト科 キジバト属,33cm,,1,1,1,1,1,ハト,留鳥,1,,,,,Streptopelia orientalis,
587,シラコバト,ハト目 ハト科 キジバト属,30cm,天然記念物,0,1,0,0,0,ハト,留鳥,4,,,,,Streptopelia decaocto,
588,ベニバト,ハト目 ハト科 キジバト属,23cm,,0,0,0,0,1,ハト,留鳥,3,,,,,Streptopelia tranquebarica,
589,キンバト,ハト目 ハト科 キンバト属,25cm,,0,0,0,0,1,ハト,留鳥,4,,,,,Chalcophaps indica,
590,アカアシチョウゲンボウ,ハヤブサ目 ハヤブサ科,28-34cm,,0,0,0,0,0,猛禽,迷鳥,5,,,,,Falco amurensis,
591,ヒメチョウゲンボウ,ハヤブサ目 ハヤブサ科,26-33cm,,0,0,0,0,0,猛禽,迷鳥,5,,,,,Falco naumanni,
592,ワキスジハヤブサ,ハヤブサ目 ハヤブサ科,30cm,,0,0,0,0,0,猛禽,迷鳥,5,,,,,Falco cherrug,
593,コチョウゲンボウ,ハヤブサ目 ハヤブサ科 ハヤブサ属,30cm,,1,1,1,1,1,猛禽,冬鳥,3,,,,,Falco columbarius,
594,シロハヤブサ,ハヤブサ目 ハヤブサ科 ハヤブサ属,58cm,,1,1,0,0,0,猛禽,冬鳥,5,,,,,Falco rusticolus,
595,チゴハヤブサ,ハヤブサ目 ハヤブサ科 ハヤブサ属,30cm,,1,1,1,1,0,猛禽,夏鳥,2,,,,,Falco subbuteo,
596,チョウゲンボウ,ハヤブサ目 ハヤブサ科 ハヤブサ属,35cm,,1,1,1,1,1,猛禽,留鳥,1,,,,,Falco tinnunculus,
